query;clicks;conv_rate_fci;fci_conv;fci_ogp;gp_user_fci;gppi_fci;impressions;lci_conv;lci_ogp;search_ctr;search_counts;unique_users
spy museum;16;0.004;1;13.598600388;0.219332264;0.009861204;1379;1;13.598600388;0.0699;229;62
spy;2;0.0;0;0.0;0.0;0.0;653;0;0.0;0.0095;210;169
sps;29;0.016;2;112.755298615;2.301128543;0.150742378;748;2;112.755298615;0.2358;123;49
springs;20;0.0;0;0.0;0.0;0.0;473;0;0.0;0.2273;88;48
spring training;7;0.0;0;0.0;0.0;0.0;652;0;0.0;0.0519;135;50
spring break;18;0.0;0;0.0;0.0;0.0;969;0;0.0;0.1047;172;55
spring;22;0.0;0;0.0;0.0;0.0;892;0;0.0;0.0775;284;199
spraytan;37;0.012;1;8.161600113;0.173651066;0.020053072;407;1;8.161600113;0.4405;84;47
spray tans;40;0.007;1;9.802000046;0.200040817;0.014063128;697;1;9.802000046;0.2778;144;49
spray tanning;79;0.029;6;48.4526999;0.637535525;0.04130665;1173;6;48.4526999;0.3854;205;76
spray tan;1920;0.023;138;1437.361802578;0.708758285;0.048151211;29851;122;1296.417401791;0.3225;5954;2028
spray ta;21;0.005;1;23.760000229;0.12638298;0.040895009;581;1;23.760000229;0.1024;205;188
spray;76;0.007;5;53.566400528;0.092038489;0.026181036;2046;3;32.585599899;0.1066;713;582
spr;16;0.004;1;5.843599796;0.027826666;0.010586232;552;0;0.0;0.0693;231;210
spotify;10;0.0;0;0.0;0.0;0.0;598;0;0.0;0.0431;232;168
spot removal;11;0.0;0;0.0;0.0;0.0;388;0;0.0;0.234;47;10
sports memorabilia;15;0.015;1;4.491000175;1.497000058;0.004782748;939;1;4.491000175;0.2206;68;3
sports massage;323;0.01;10;200.974297523;0.770016466;0.034156067;5884;9;182.521798134;0.3375;957;261
sports cards;38;0.016;2;5.721899986;0.336582352;0.004599598;1244;2;5.721899986;0.304;125;17
sports bra removable pads;1;0.0;0;0.0;0.0;0.0;403;0;0.0;0.0286;35;1
sports bra;51;0.009;1;3.05979991;0.109278568;0.003646961;839;1;3.05979991;0.4679;109;28
sports;119;0.002;2;44.729999542;0.110992555;0.005524951;8096;2;42.830799103;0.0909;1309;403
sport massage;70;0.009;2;77.443599701;1.434140735;0.057450742;1348;2;77.443599701;0.3271;214;54
sport;8;0.003;1;80.638702393;0.371606923;0.060403522;1335;0;0.0;0.0236;339;217
spokane;13;0.0;0;0.0;0.0;0.0;610;0;0.0;0.1494;87;21
spo;4;0.0;0;0.0;0.0;0.0;520;0;0.0;0.018;222;209
splatter room;34;0.0;0;0.0;0.0;0.0;1085;0;0.0;0.1921;177;76
splatter paint;38;0.006;2;20.122400284;0.191641907;0.012711561;1583;1;9.771300316;0.108;352;105
splatter;51;0.004;1;30.741800308;0.156049748;0.031889834;964;1;30.741800308;0.1828;279;197
splash wines;29;0.0;0;0.0;0.0;0.0;750;0;0.0;0.2685;108;29
splash wine;28;0.02;2;44.767801285;1.721838511;0.089535603;500;2;44.767801285;0.2857;98;26
splash village;24;0.006;1;21.620500565;0.343182549;0.028560767;757;1;21.620500565;0.1341;179;63
splash lagoon;40;0.001;1;15.456000328;0.045192983;0.003835236;4030;1;15.456000328;0.0445;898;342
splash;99;0.013;6;93.165699959;0.290235825;0.046982199;1983;5;84.118900299;0.2129;465;321
spiritual;20;0.0;0;0.0;0.0;0.0;538;0;0.0;0.2128;94;31
spirit;6;0.0;0;0.0;0.0;0.0;492;0;0.0;0.0387;155;107
spinal decompression;50;0.017;2;34.333398819;0.715279142;0.041465458;828;2;34.333398819;0.4132;121;48
spin class;30;0.009;1;3.741400003;0.076355102;0.004280778;874;1;3.741400003;0.2564;117;49
spin art;83;0.015;3;40.75810051;0.411697985;0.05185509;786;5;61.460300446;0.4256;195;99
spin;64;0.026;7;70.688599586;0.366262174;0.061953199;1141;8;80.912599564;0.2406;266;193
spider veins;119;0.019;5;259.641191483;2.545501877;0.187466564;1385;4;214.701192856;0.4457;267;102
spider vein treatment;20;0.0;0;0.0;0.0;0.0;394;0;0.0;0.3571;56;20
spider vein removal;49;0.006;1;140.848800659;2.608311123;0.153096522;920;1;140.848800659;0.2832;173;54
spider vein;126;0.022;7;96.790699005;0.590187189;0.058982754;1641;6;70.290699005;0.3938;320;164
spider;56;0.017;3;116.949794769;0.95081134;0.192035788;609;4;179.913196564;0.3218;174;123
spi;12;0.0;0;0.0;0.0;0.0;515;0;0.0;0.0615;195;171
sphere las vegas;15;0.0;0;0.0;0.0;0.0;1062;0;0.0;0.0968;155;48
sphere;276;0.0;0;0.0;0.0;0.0;4566;0;0.0;0.2325;1187;694
speed vegas;35;0.021;2;100.980003357;3.257419463;0.136275308;741;2;100.980003357;0.3684;95;31
speed dating;28;0.0;0;0.0;0.0;0.0;1644;1;10.270799637;0.1202;233;85
speed boat;104;0.004;1;39.600200653;0.465884714;0.024399384;1623;2;63.720201492;0.4143;251;85
speed;81;0.011;4;108.460502625;0.467502166;0.075634939;1434;4;108.460502625;0.2295;353;232
speakers;3;0.0;0;0.0;0.0;0.0;1079;0;0.0;0.0219;137;30
speaker;20;0.007;1;3.000999928;0.062520832;0.002488391;1206;1;3.000999928;0.1418;141;48
spavia;264;0.03;15;281.882702827;1.003141291;0.171253161;1646;15;283.286704063;0.5187;509;281
spas;778;0.003;9;267.233100176;0.358221314;0.015029983;17780;10;292.761800051;0.2528;3077;746
spartan race;133;0.054;14;328.399986267;2.160526225;0.354261042;927;13;292.799987793;0.5135;259;152
spartan;365;0.055;35;807.199970245;1.789800377;0.418021735;1931;35;807.199970245;0.5685;642;451
spark plugs;37;0.0;0;0.0;0.0;0.0;576;0;0.0;0.2721;136;66
spark plug;52;0.006;1;41.979598999;0.482524126;0.048086597;873;1;41.979598999;0.2955;176;87
sparetime;188;0.143;45;214.796900749;0.999055352;0.273975639;784;58;265.871199846;0.5968;315;215
spare time;337;0.132;80;324.987496614;0.990815538;0.138174956;2352;76;310.616497278;0.5561;606;328
spare;230;0.149;60;289.490997314;0.946049011;0.234976459;1232;60;285.443197012;0.5707;403;306
spar;34;0.017;4;71.199996948;0.340669842;0.119262976;597;4;71.199996948;0.1429;238;209
spanish;65;0.006;1;2.43479991;0.028985713;0.002748081;886;1;2.43479991;0.3611;180;84
spain;79;0.0;0;0.0;0.0;0.0;930;0;0.0;0.3607;219;107
space needle;120;0.011;5;54.180398464;0.279280404;0.022717148;2385;3;38.823998928;0.2521;476;194
space center;49;0.017;2;43.579299927;0.565964934;0.09515131;458;2;43.579299927;0.405;121;77
space;148;0.01;4;113.612098694;0.404313518;0.070261038;1617;3;88.83549881;0.3824;387;281
spac;22;0.0;0;0.0;0.0;0.0;494;0;0.0;0.1606;137;99
spa world;644;0.087;127;1702.747199297;2.279447389;0.273753569;6220;124;1674.831498384;0.4423;1456;747
spa with pool;20;0.0;0;0.0;0.0;0.0;388;0;0.0;0.3125;64;17
spa wellness;22;0.015;1;39.041801453;3.003215496;0.075516057;517;1;39.041801453;0.3188;69;13
spa weekend;10;0.0;0;0.0;0.0;0.0;390;0;0.0;0.125;80;23
spa treatments;16;0.0;0;0.0;0.0;0.0;397;0;0.0;0.2133;75;21
spa treatment;47;0.0;0;0.0;0.0;0.0;1180;0;0.0;0.1774;265;73
spa services;17;0.0;0;0.0;0.0;0.0;676;0;0.0;0.1545;110;31
spa sauna;35;0.0;0;0.0;0.0;0.0;668;0;0.0;0.2632;133;36
spa retreat;38;0.0;0;0.0;0.0;0.0;886;0;0.0;0.2992;127;45
spa resort;236;0.001;1;45.240001678;0.258514295;0.012230333;3699;1;45.240001678;0.3415;691;175
spa pool;9;0.0;0;0.0;0.0;0.0;411;0;0.0;0.1304;69;24
spa phoenix;6;0.0;0;0.0;0.0;0.0;514;0;0.0;0.0455;132;3
spa pedicure;132;0.0;0;0.0;0.0;0.0;2082;0;0.0;0.4177;316;79
spa pass;126;0.002;1;15.100299835;0.126893276;0.005719811;2640;1;15.100299835;0.2923;431;119
spa party;53;0.0;0;0.0;0.0;0.0;1165;0;0.0;0.2819;188;57
spa packages;270;0.001;1;131.80859375;0.757520654;0.032674416;4034;1;131.80859375;0.3497;772;174
spa package couples;21;0.0;0;0.0;0.0;0.0;396;0;0.0;0.2258;93;8
spa package;902;0.004;8;361.862501144;0.712327758;0.02937911;12317;6;280.973201752;0.4191;2152;508
spa nyc;18;0.0;0;0.0;0.0;0.0;401;0;0.0;0.2195;82;24
spa near me;41;0.0;0;0.0;0.0;0.0;1351;0;0.0;0.2356;174;55
spa massage;351;0.012;11;429.669095039;1.732536674;0.071528066;6007;11;429.669095039;0.3679;954;248
spa logic;45;0.047;6;113.10610199;2.900156461;0.171632932;659;6;113.10610199;0.3543;127;39
spa king;6;0.0;0;0.0;0.0;0.0;513;0;0.0;0.0566;106;47
spa jolie;21;0.01;1;11.52159977;0.768106651;0.028101463;410;1;11.52159977;0.2;105;15
spa hotel;100;0.0;0;0.0;0.0;0.0;1786;0;0.0;0.2865;349;110
spa heaven;3;0.0;0;0.0;0.0;0.0;531;0;0.0;0.0337;89;11
spa haven;57;0.018;2;121.340097427;2.166787454;0.203932937;595;4;187.731996536;0.5229;109;56
spa getaway;30;0.0;0;0.0;0.0;0.0;674;0;0.0;0.2609;115;26
spa for two;145;0.0;0;0.0;0.0;0.0;1936;0;0.0;0.4693;309;87
spa for men;19;0.0;0;0.0;0.0;0.0;660;0;0.0;0.1532;124;18
spa for kids;13;0.0;0;0.0;0.0;0.0;601;0;0.0;0.113;115;27
spa for couples;133;0.003;1;46.990001678;0.573048801;0.025372571;1852;1;46.990001678;0.4156;320;82
spa for couple;45;0.015;1;41.010601044;1.51891115;0.091134669;450;0;0.0;0.6618;68;27
spa for 2;61;0.006;1;30.64620018;0.486447622;0.031956413;959;1;30.64620018;0.337;181;63
spa facial;58;0.0;0;0.0;0.0;0.0;1114;0;0.0;0.3333;174;65
spa deals;47;0.0;0;0.0;0.0;0.0;2121;0;0.0;0.1227;383;64
spa days;38;0.007;1;49.376499176;1.234412479;0.061490036;803;1;49.376499176;0.2734;139;40
spa day pass;169;0.0;0;0.0;0.0;0.0;2997;0;0.0;0.3112;543;144
spa day packages;192;0.001;1;18.717100143;0.0374342;0.00184169;10163;1;18.717100143;0.0882;2178;500
spa day package;23;0.0;0;0.0;0.0;0.0;399;0;0.0;0.3151;73;20
spa day for two;29;0.0;0;0.0;0.0;0.0;644;0;0.0;0.2042;142;31
spa day for couples;63;0.0;0;0.0;0.0;0.0;869;0;0.0;0.5207;121;16
spa day for 2;31;0.01;1;77.079498291;2.752839225;0.141171242;546;0;0.0;0.3039;102;28
spa day couples;46;0.009;1;67.742500305;2.508981493;0.125449075;540;1;67.742500305;0.4;115;27
spa day;2387;0.005;28;1139.292897224;0.635411543;0.032597794;34950;27;1036.738200188;0.3843;6211;1793
spa da;31;0.0;0;0.0;0.0;0.0;376;0;0.0;0.1987;156;135
spa couples;167;0.005;2;114.535900116;0.89481172;0.04439376;2580;2;114.535900116;0.4489;372;128
spa couple;202;0.014;5;163.78459549;1.590141704;0.071584176;2288;5;163.78459549;0.5788;349;103
spa club;125;0.062;15;329.795993805;2.576531202;0.312899425;1054;15;329.795993805;0.5187;241;128
spa chicago;20;0.0;0;0.0;0.0;0.0;362;0;0.0;0.5556;36;9
spa castle queens;9;0.01;1;22.868999481;1.039499976;0.061808107;370;1;22.868999481;0.0918;98;22
spa castle;1119;0.002;11;284.525397062;0.140506369;0.007587142;37501;11;248.39919734;0.1876;5964;2025
spa castl;10;0.0;0;0.0;0.0;0.0;399;0;0.0;0.0667;150;140
spa castel;16;0.0;0;0.0;0.0;0.0;447;0;0.0;0.2162;74;29
spa cast;6;0.0;0;0.0;0.0;0.0;672;0;0.0;0.0205;293;271
spa cas;20;0.0;0;0.0;0.0;0.0;1267;0;0.0;0.0483;414;369
spa ca;10;0.0;0;0.0;0.0;0.0;508;0;0.0;0.0485;206;187
spa c;10;0.0;0;0.0;0.0;0.0;570;0;0.0;0.0397;252;209
spa bath;3;0.0;0;0.0;0.0;0.0;415;0;0.0;0.0508;59;10
spa and sauna;36;0.0;0;0.0;0.0;0.0;912;0;0.0;0.225;160;36
spa and massage;86;0.0;0;0.0;0.0;0.0;1228;0;0.0;0.4135;208;64
spa and masage;82;0.015;2;42.795000076;0.658384617;0.038243968;1119;2;42.795000076;0.6029;136;65
spa and hotel;33;0.0;0;0.0;0.0;0.0;392;0;0.0;0.541;61;19
spa and facial;45;0.0;0;0.0;0.0;0.0;752;0;0.0;0.4018;112;32
sp;315;0.002;12;319.642498016;0.071285124;0.027674675;11550;12;305.868299484;0.0624;5050;4484
southwest airlines;4;0.0;0;0.0;0.0;0.0;508;0;0.0;0.0412;97;49
southwest;8;0.0;0;0.0;0.0;0.0;914;0;0.0;0.0417;192;120
south padre island;65;0.0;0;0.0;0.0;0.0;1677;0;0.0;0.2218;293;40
south padre;23;0.0;0;0.0;0.0;0.0;612;0;0.0;0.2233;103;37
south lake tahoe;186;0.005;2;136.822799683;2.042131339;0.056538347;2420;2;136.822799683;0.4697;396;67
south carolina;30;0.0;0;0.0;0.0;0.0;937;0;0.0;0.1786;168;49
south beach miami;23;0.0;0;0.0;0.0;0.0;425;0;0.0;0.25;92;15
south beach;27;0.0;0;0.0;0.0;0.0;1005;0;0.0;0.1543;175;72
south;16;0.0;0;0.0;0.0;0.0;1307;0;0.0;0.0334;479;396
sound therapy;13;0.0;0;0.0;0.0;0.0;748;0;0.0;0.1327;98;25
sound healing;44;0.007;1;25.097999573;0.612146331;0.023971346;1047;1;25.097999573;0.2914;151;41
sound bath;200;0.007;7;182.167600155;0.582005112;0.03037139;5998;6;171.631599903;0.1923;1040;313
sound;45;0.0;0;0.0;0.0;0.0;906;0;0.0;0.1613;279;205
soul of motown;0;0.0;0;0.0;0.0;0.0;401;0;0.0;0.0;41;4
soul food;27;0.014;2;22.391200066;0.508890911;0.024206703;925;2;22.391200066;0.1824;148;44
sou;3;0.0;0;0.0;0.0;0.0;461;0;0.0;0.0133;226;209
sony;21;0.0;0;0.0;0.0;0.0;648;0;0.0;0.178;118;60
sonoma;17;0.0;0;0.0;0.0;0.0;545;0;0.0;0.1619;105;42
sonogram;1;0.0;0;0.0;0.0;0.0;478;0;0.0;0.0125;80;31
sono bello cost;5;0.0;0;0.0;0.0;0.0;1985;0;0.0;0.0099;507;155
sono bello;6;0.0;0;0.0;0.0;0.0;1102;0;0.0;0.0258;233;106
sono bella;15;0.0;0;0.0;0.0;0.0;433;0;0.0;0.2419;62;26
sono;2;0.0;0;0.0;0.0;0.0;673;0;0.0;0.0098;205;180
sonic toothbrush;7;0.0;0;0.0;0.0;0.0;369;0;0.0;0.1489;47;11
sonic;20;0.027;4;30.263999939;0.347862068;0.04100813;738;4;30.263999939;0.1351;148;87
son;2;0.0;0;0.0;0.0;0.0;526;0;0.0;0.0115;174;159
solvang;65;0.0;0;0.0;0.0;0.0;783;0;0.0;0.3824;170;50
solo date;4;0.0;0;0.0;0.0;0.0;374;0;0.0;0.0784;51;13
solo;1;0.0;0;0.0;0.0;0.0;372;0;0.0;0.0139;72;51
solid gold necklace;7;0.0;0;0.0;0.0;0.0;1028;0;0.0;0.0778;90;2
solid gold;28;0.0;0;0.0;0.0;0.0;1717;0;0.0;0.1443;194;30
solar ptz camera;0;0.0;0;0.0;0.0;0.0;407;0;0.0;0.0;36;1
solar lights;37;0.009;1;6.527100086;0.28378696;0.005188474;1258;1;6.527100086;0.3304;112;23
solar;55;0.017;5;12.955300331;0.134951045;0.005579371;2322;5;12.955300331;0.1858;296;96
sola salon;7;0.0;0;0.0;0.0;0.0;568;0;0.0;0.1061;66;18
sol;17;0.019;4;38.360100269;0.208478806;0.061771498;621;3;24.285300732;0.0798;213;184
sojo spa club;18;0.0;0;0.0;0.0;0.0;973;0;0.0;0.1118;161;55
sojo spa;229;0.002;3;75.819601059;0.133016844;0.011057256;6857;2;50.026500702;0.1698;1349;570
sojo;50;0.0;0;0.0;0.0;0.0;2647;0;0.0;0.0375;1333;993
soj;11;0.008;1;29.798999786;0.266062498;0.076407692;390;0;0.0;0.0853;129;112
soho spa;35;0.0;0;0.0;0.0;0.0;645;0;0.0;0.2448;143;78
soho;38;0.0;0;0.0;0.0;0.0;803;0;0.0;0.1801;211;142
sofwave;21;0.0;0;0.0;0.0;0.0;1086;0;0.0;0.101;208;92
software;161;0.002;3;20.565699577;0.046740226;0.002333829;8812;3;20.565699577;0.1035;1555;440
soft play;19;0.0;0;0.0;0.0;0.0;479;0;0.0;0.2969;64;27
soft;6;0.018;4;15.449500084;0.078027778;0.022719853;680;4;15.449500084;0.0274;219;198
sofa cover;25;0.0;0;0.0;0.0;0.0;1063;0;0.0;0.1969;127;13
sofa cleaning;77;0.006;1;33.417999268;0.566406767;0.040165865;832;1;33.417999268;0.4783;161;59
sofa bed;10;0.0;0;0.0;0.0;0.0;359;0;0.0;0.1587;63;12
sofa;40;0.0;0;0.0;0.0;0.0;2428;0;0.0;0.0964;415;134
socks;113;0.004;3;14.977700233;0.10853406;0.0029842;5019;3;14.977700233;0.155;729;138
sock;9;0.0;0;0.0;0.0;0.0;408;0;0.0;0.1268;71;32
social media;12;0.0;0;0.0;0.0;0.0;395;0;0.0;0.1905;63;12
soccer;27;0.003;1;-3.038000107;-0.018524391;-0.001540568;1972;1;-3.038000107;0.0776;348;164
soaring eagle;8;0.0;0;0.0;0.0;0.0;585;0;0.0;0.0541;148;76
soap making;72;0.005;1;40.773601532;0.566300021;0.038393222;1062;0;0.0;0.3636;198;72
soap;62;0.024;5;31.981100321;0.30751058;0.030313839;1055;5;31.981100321;0.2995;207;104
soak;6;0.0;0;0.0;0.0;0.0;582;0;0.0;0.0465;129;61
soa;167;0.004;5;164.086601257;0.182928207;0.037039865;4430;5;164.086601257;0.1178;1418;897
so;153;0.008;14;150.123498201;0.090490355;0.031975186;4695;13;129.018498659;0.0826;1852;1659
snowmobiling;20;0.0;0;0.0;0.0;0.0;470;0;0.0;0.1242;161;87
snowmobile;63;0.005;2;65.535799026;0.269694646;0.048545036;1350;1;29.996999741;0.1416;445;243
snowcat ridge;2;0.0;0;0.0;0.0;0.0;510;0;0.0;0.0177;113;39
snowboarding;249;0.009;10;162.829703808;0.327625159;0.027570217;5906;9;139.508903027;0.2209;1127;497
snowboard;137;0.003;2;92.139399529;0.287038628;0.028992888;3178;2;92.139399529;0.2192;625;321
snow tubing;449;0.003;8;88.775399208;0.076071465;0.004705077;18868;6;58.896999359;0.1377;3261;1167
snow tube;18;0.01;1;21.598400116;0.407516983;0.048426906;446;0;0.0;0.18;100;53
snow tubbing;20;0.0;0;0.0;0.0;0.0;654;0;0.0;0.16;125;52
snow tub;15;0.0;0;0.0;0.0;0.0;443;0;0.0;0.1007;149;135
snow trails;0;0.0;0;0.0;0.0;0.0;374;0;0.0;0.0;76;26
snow play;5;0.0;0;0.0;0.0;0.0;414;0;0.0;0.0794;63;27
snow mobiling;5;0.0;0;0.0;0.0;0.0;381;0;0.0;0.0746;67;33
snow mobile;22;0.0;0;0.0;0.0;0.0;2020;0;0.0;0.0609;361;101
snow boots;20;0.0;0;0.0;0.0;0.0;586;0;0.0;0.2198;91;17
snow boarding;25;0.0;0;0.0;0.0;0.0;831;1;15.305100441;0.1543;162;49
snow board;9;0.014;1;15.305100441;0.373295133;0.032914194;465;1;15.305100441;0.1233;73;41
snow;500;0.006;20;232.312600374;0.12935;0.016177758;14360;21;223.179201841;0.1591;3143;1796
snorkling;77;0.0;0;0.0;0.0;0.0;1441;0;0.0;0.3632;212;76
snorkle;42;0.0;0;0.0;0.0;0.0;806;0;0.0;0.3415;123;41
snorkeling;508;0.006;7;209.154700756;0.529505572;0.028968795;7220;8;234.696700573;0.4045;1256;395
snorkel;287;0.007;6;152.941599846;0.579324242;0.03502212;4367;7;190.675498009;0.3303;869;264
snork;35;0.006;1;28.679300308;0.237019011;0.041205891;696;1;28.679300308;0.2244;156;121
snor;29;0.0;0;0.0;0.0;0.0;455;0;0.0;0.2042;142;112
sno;12;0.002;1;109.017997742;0.22571014;0.084838909;1285;1;109.017997742;0.0222;540;483
sneakers;26;0.0;0;0.0;0.0;0.0;1309;0;0.0;0.1354;192;64
snake farm;5;0.0;0;0.0;0.0;0.0;477;0;0.0;0.0515;97;48
snacks;25;0.006;1;-1.940400004;-0.071866667;-0.001851527;1048;1;-1.940400004;0.1592;157;27
sn;9;0.0;0;0.0;0.0;0.0;634;0;0.0;0.0327;275;265
smoothie king;4;0.0;0;0.0;0.0;0.0;416;0;0.0;0.0488;82;39
smoothie;22;0.0;0;0.0;0.0;0.0;623;0;0.0;0.163;135;89
smoking;16;0.012;1;2.392100096;0.108731823;0.00613359;390;1;2.392100096;0.1882;85;22
smoke check;38;0.027;2;24.329100609;0.81097002;0.066291827;367;2;24.329100609;0.5067;75;30
smoke and paint;25;0.0;0;0.0;0.0;0.0;770;0;0.0;0.1799;139;53
smoke;14;0.006;1;2.392100096;0.01929113;0.002844352;841;1;2.392100096;0.0795;176;124
smog test;188;0.026;15;115.538498878;0.563602434;0.03759795;3073;15;115.538498878;0.3253;578;205
smog check;824;0.033;100;1325.442605019;1.520002987;0.084975164;15598;93;1216.100206375;0.2723;3026;872
smog;2144;0.044;262;2975.613299519;1.313156796;0.107117366;27779;246;2796.683598667;0.3572;6002;2266
smo;99;0.029;11;132.451999664;0.397753753;0.137827263;961;10;116.207899094;0.2626;377;333
smile lines;47;0.0;0;0.0;0.0;0.0;1003;0;0.0;0.2749;171;38
smash room;292;0.004;5;104.48279953;0.211932656;0.014244417;7335;5;98.363698959;0.2173;1344;493
smash;295;0.008;7;138.752698898;0.212810888;0.042161258;3291;11;185.799799919;0.3142;939;652
smas;32;0.005;1;49.785999298;0.307320983;0.10799566;461;1;49.785999298;0.1739;184;162
smartwatch;4;0.0;0;0.0;0.0;0.0;411;0;0.0;0.0563;71;6
smart watch;36;0.01;1;1.588799953;0.042940539;0.0024825;640;1;1.588799953;0.3564;101;37
smart tv;6;0.0;0;0.0;0.0;0.0;509;0;0.0;0.0968;62;27
smart lipo;49;0.0;0;0.0;0.0;0.0;1178;0;0.0;0.2414;203;47
smart;19;0.008;1;1.961400032;0.020014286;0.0035025;560;1;1.961400032;0.1462;130;98
small luggage;3;0.027;1;3.958800077;1.979400039;0.005521339;717;1;3.958800077;0.0811;37;2
small hoop earrings silver;0;0.0;0;0.0;0.0;0.0;388;0;0.0;0.0;35;1
sma;38;0.003;1;2.726999998;0.010025735;0.003527814;773;1;2.726999998;0.1246;305;272
sm;37;0.003;2;26.973499298;0.043088657;0.01454097;1855;2;26.973499298;0.0525;705;626
sloomoo;2;0.0;0;0.0;0.0;0.0;463;0;0.0;0.0067;297;234
slippers;66;0.019;6;16.314500093;0.281284484;0.006948254;2348;6;16.314500093;0.2063;320;58
slingshot rental;39;0.0;0;0.0;0.0;0.0;743;0;0.0;0.2766;141;41
slingshot;345;0.006;3;94.28550148;0.329669586;0.046861581;2012;6;264.970804214;0.6437;536;286
sling shot;17;0.0;0;0.0;0.0;0.0;614;0;0.0;0.1753;97;54
sling;32;0.004;1;22.120800018;0.112288325;0.024854831;890;1;22.120800018;0.1245;257;197
slimmthicc;38;0.0;0;0.0;0.0;0.0;748;0;0.0;0.3519;108;13
slimming;28;0.0;0;0.0;0.0;0.0;651;0;0.0;0.2569;109;29
slime museum;12;0.0;0;0.0;0.0;0.0;599;0;0.0;0.0909;132;38
slime;41;0.0;0;0.0;0.0;0.0;1154;0;0.0;0.134;306;198
slim;28;0.006;1;60.787998199;0.494211367;0.108549997;560;1;60.787998199;0.1647;170;123
slides;3;0.0;0;0.0;0.0;0.0;388;0;0.0;0.05;60;22
slick city;175;0.007;11;159.109600067;0.217660192;0.01977008;8048;11;159.109600067;0.1049;1669;731
slick;84;0.02;11;270.52530098;0.59983437;0.196032827;1380;12;232.493199825;0.1558;539;451
sli;10;0.0;0;0.0;0.0;0.0;534;0;0.0;0.0311;322;293
sleep;14;0.006;1;2.700900078;0.033761251;0.002977839;907;1;2.700900078;0.0795;176;80
sl;12;0.0;0;0.0;0.0;0.0;1161;0;0.0;0.0236;508;477
skyzone trampoline park;58;0.012;5;64.856600761;0.290836775;0.019036278;3407;5;64.856600761;0.1343;432;223
skyzone;3438;0.05;508;4196.191823125;0.757708888;0.134209423;31266;454;3793.955322623;0.3363;10223;5538
skyzon;97;0.04;15;143.447000742;0.400689946;0.161721534;887;14;139.873600245;0.2594;374;358
skyzo;112;0.048;16;120.544499159;0.379070752;0.148271217;813;13;96.613899469;0.3343;335;318
skyz;110;0.042;17;170.985800982;0.452343389;0.166652827;1026;17;170.985800982;0.2683;410;378
skys;127;0.112;21;165.315201044;0.939290915;0.273700664;604;20;159.492800951;0.6791;187;176
skypark;2;0.0;0;0.0;0.0;0.0;484;0;0.0;0.0174;115;51
skyline;38;0.019;3;4.577100039;0.042380556;0.005975326;766;4;-8.652899504;0.2346;162;108
skydiving;1231;0.013;28;833.15470314;0.749914224;0.112817157;7385;30;885.751605988;0.5755;2139;1111
skydive;318;0.011;7;336.876708984;0.905582551;0.153404694;2196;7;287.699306488;0.4796;663;372
skydiv;52;0.027;3;91.587799072;0.889201933;0.25300497;362;2;41.279998779;0.4643;112;103
skydi;81;0.0;0;0.0;0.0;0.0;510;0;0.0;0.4765;170;154
skydeck;133;0.004;1;0.769999981;0.004529412;0.001387387;555;1;0.769999981;0.5175;257;170
skyd;89;0.014;3;17.268400192;0.085912439;0.026648766;648;2;-6.57159996;0.4083;218;201
sky zone;2442;0.029;283;2404.520708442;0.589343311;0.053689115;44786;265;2332.692804217;0.2485;9827;4080
sky zon;42;0.025;7;67.686900139;0.267537155;0.092091021;735;4;47.046900749;0.1511;278;253
sky zo;26;0.015;3;64.872000217;0.34143158;0.152281691;426;3;64.872000217;0.1327;196;190
sky z;42;0.026;5;21.890500069;0.11643883;0.043956827;498;5;21.890500069;0.2176;193;188
sky park;3;0.0;0;0.0;0.0;0.0;390;0;0.0;0.0476;63;27
sky high;6;0.0;0;0.0;0.0;0.0;624;0;0.0;0.0566;106;42
sky harbor parking;42;0.049;4;49.856800079;1.187066669;0.1228;406;4;49.856800079;0.5122;82;42
sky diving;345;0.001;3;142.02439785;0.213892165;0.010142426;14003;2;73.213301659;0.1514;2278;664
sky dive;42;0.003;1;44.842601776;0.300957059;0.019974433;2245;1;44.842601776;0.116;362;149
sky di;10;0.0;0;0.0;0.0;0.0;372;0;0.0;0.082;122;114
sky deck;52;0.006;1;21.702299118;0.274712647;0.027229986;797;1;21.702299118;0.3041;171;79
sky;2058;0.037;304;2791.491116107;0.430519913;0.116725533;23915;312;2808.240816832;0.2525;8149;6484
skinpen;36;0.0;0;0.0;0.0;0.0;365;0;0.0;0.2813;128;67
skinovatio;30;0.007;1;99.935401917;2.324079114;0.113692152;879;1;99.935401917;0.2069;145;43
skinny shot;54;0.013;2;89.104001045;2.620705913;0.150006736;594;2;89.104001045;0.3506;154;34
sking;2;0.0;0;0.0;0.0;0.0;401;0;0.0;0.0187;107;60
skincare products;6;0.0;0;0.0;0.0;0.0;691;0;0.0;0.0462;130;7
skincare;107;0.0;0;0.0;0.0;0.0;5688;0;0.0;0.1019;1050;158
skin whitening;26;0.0;0;0.0;0.0;0.0;978;0;0.0;0.2031;128;33
skin vive;13;0.0;0;0.0;0.0;0.0;470;0;0.0;0.25;52;15
skin treatments;17;0.0;0;0.0;0.0;0.0;466;0;0.0;0.2742;62;13
skin treatment;35;0.0;0;0.0;0.0;0.0;855;0;0.0;0.3398;103;22
skin tightning;35;0.0;0;0.0;0.0;0.0;998;0;0.0;0.2288;153;34
skin tighting;103;0.0;0;0.0;0.0;0.0;1479;0;0.0;0.4274;241;60
