query,location_canonical,kind,state,lat,lon,population,confidence
the candela gentle yag pro laser,,,,,,0,0.0
bellvue washington food,Washington,city,DC,38.89511,-77.03637,689545,0.95
spain portugal,,,,,,0,0.0
"18220 8th ave s, seatac, washington, us 98148",Washington,city,DC,38.89511,-77.03637,689545,0.95
capelli's,,,,,,0,0.0
"yakima, washington",Washington,city,DC,38.89511,-77.03637,689545,0.95
partu\y,Florida City,city,FL,25.44789,-80.47922,13085,0.9
san francisico,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
washington axe throwing,Washington,city,DC,38.89511,-77.03637,689545,0.95
bellevue washington restaurant,Washington,city,DC,38.89511,-77.03637,689545,0.95
washington beach rentals,Washington,city,DC,38.89511,-77.03637,689545,0.95
las vegas hotel   flight,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
single day orlando universal,Orlando,city,FL,28.53834,-81.37924,334854,0.95
london lounge,London,city,OH,39.88645,-83.44825,10060,0.95
seattle  electric boat,Seattle,city,WA,47.60621,-122.33207,780995,0.95
great wolf lodge water park | northern california   https://g.co/kgs/ttvy1uu,California,city,MD,38.3004,-76.50745,11857,0.95
bahamas swim,,,,,,0,0.0
seattle sunset,Seattle,city,WA,47.60621,-122.33207,780995,0.95
"car rental at logan airport, boston ma",Boston,city,MA,42.35843,-71.05977,653833,0.95
korea palace,,,,,,0,0.0
san juan pue,San Juan,city,TX,26.18924,-98.15529,36556,0.95
shreveport',Shreveport,city,LA,32.52515,-93.75018,187593,0.95
north coralina,North Salt Lake,city,UT,40.84856,-111.90688,19796,0.9
splash kingdomn,,,,,,0,0.0
el segundo california,El Segundo,city,CA,33.91918,-118.41647,17037,0.95
pirate ship in maryland,Maryland,state,MD,,,0,0.93
silver lake indiana,Silver Lake,city,CA,34.08668,-118.27023,32890,0.95
india🙃🙃,,,,,,0,0.0
hotel near six flags illinois,Illinois,state,IL,,,0,0.93
vietnam cambodia with international flys,,,,,,0,0.0
"air park portland, oregon",Oregon,city,OH,41.64366,-83.48688,20102,0.95
"couer d alene, idaho",Idaho,state,ID,,,0,0.93
day spa massachusetts,Massachusetts,state,MA,,,0,0.93
k one go cart kansas city,Kansas City,city,KS,39.11417,-94.62746,152933,0.95
fantastic caverns springfield  mo,Springfield,city,IL,39.80172,-89.64371,114394,0.95
"branson, mo restaurant",Branson,city,MO,36.64367,-93.21851,11431,0.95
ozark hills winery,Ozark,city,AL,31.45906,-85.64049,14719,0.95
boat niagara falls on canada,Niagara Falls,city,NY,43.0945,-79.05671,48916,0.95
super 8 hotel springfield illinois,Springfield,city,IL,39.80172,-89.64371,114394,0.95
hollywood amplitheatwr,Hollywood,city,FL,26.0112,-80.14949,149728,0.95
"waterloo,  illinois",Waterloo,city,IL,38.33589,-90.14983,10236,0.95
great wolf inn sandusky ohio,Sandusky,city,OH,41.44894,-82.70796,25212,0.95
the one micheal jackson manadlay bay in las veges,Jackson,city,MO,37.38227,-89.66621,14869,0.95
chicago actor studio,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
hotel in st louis near bush statium,St. Louis,city,MO,38.62727,-90.19789,279695,0.95
bahamas massage,,,,,,0,0.0
when is belmont race,Belmont,city,NC,35.24292,-81.0373,10533,0.95
environment los angeles,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
hotel in saint louis with a big tub,St. Louis,city,MO,38.62727,-90.19789,279695,0.9
california ling bamboo bed sheets,California,city,MD,38.3004,-76.50745,11857,0.95
tres caminos,,,,,,0,0.0
farmington hills hotel,Farmington Hills,city,MI,42.48531,-83.37716,81330,0.95
the pelican panama city beach,Panama City Beach,city,FL,30.17659,-85.80549,12624,0.95
resorts in reno,Reno,city,NV,39.52963,-119.8138,264165,0.95
exotic rooms in las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
sacramento pool spa,Sacramento,city,CA,38.58157,-121.4944,524943,0.95
big bus tour in new york,York,city,PA,39.9626,-76.72774,43992,0.95
beverly hills poli sexy,Beverly Hills,city,MI,42.52392,-83.22326,10267,0.95
ireland london paris,Paris,city,TN,36.302,-88.32671,10150,0.95
virginia beach bus tours,Virginia Beach,city,VA,36.85293,-75.97799,454808,0.95
stepping classes in new york city,New York City,city,NY,40.71427,-74.00597,8804190,0.95
masadon,,,,,,0,0.0
"trumansburg, ny",,,,,,0,0.0
day spas miami beach,Miami Beach,city,FL,25.79065,-80.13005,92312,0.95
laser hair removal in tallahassee fl,Tallahassee,city,FL,30.43826,-84.28073,201731,0.95
dothan axtion,Dothan,city,AL,31.22323,-85.39049,68567,0.95
crayola orlando florida,Orlando,city,FL,28.53834,-81.37924,334854,0.95
"2 hour sunset cruise in clearwater, florida",Clearwater,city,FL,27.96585,-82.8001,117292,0.95
spring hill florida area,Spring Hill,city,FL,28.47688,-82.52546,98621,0.95
"china, great wall",,,,,,0,0.0
sarasota tiki,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
samsung note20,,,,,,0,0.0
sarasota tours,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
saint pete florida july 26,Florida,state,FL,,,0,0.93
tampa bay to,Tampa,city,FL,27.94752,-82.45843,414547,0.95
indonesia trip,,,,,,0,0.0
vacations tampa area and orlando,Tampa,city,FL,27.94752,-82.45843,414547,0.95
movie tickets anytime sarasota fl,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
lake louisa state park florida,Florida,state,FL,,,0,0.93
ocean center  101 n atlantic avenue  daytona beach,Daytona Beach,city,FL,29.21081,-81.02283,72647,0.95
massage lux palm harbor florida,Palm Harbor,city,FL,28.07807,-82.76371,57439,0.95
king mills virginia,Virginia,state,VA,,,0,0.93
siesta key or saraosta beach hotels,,,,,,0,0.0
deep sea fishing sarasota fl,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
zip on tampa bay,Tampa,city,FL,27.94752,-82.45843,414547,0.95
sakira orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
museums orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
kansas comcert,Kansas,state,KS,,,0,0.93
massages in venice fl,Venice,city,FL,27.09978,-82.45426,22211,0.95
beauty academy in tampa,Tampa,city,FL,27.94752,-82.45843,414547,0.95
america’s escape game tampa,Tampa,city,FL,27.94752,-82.45843,414547,0.95
plants for florida,Florida,state,FL,,,0,0.93
land o la,Galveston,city,TX,29.30135,-94.7977,50180,0.9
motels on st pete beach fl,,,,,,0,0.0
unviversal studios orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
hotels lakeland florida 33810,Lakeland,city,FL,28.03947,-81.9498,104401,0.95
microblading eyebrows tina,,,,,,0,0.0
captain bleighs landing clearwater florida,Clearwater,city,FL,27.96585,-82.8001,117292,0.95
dolphin sunset cruise clearwater florida,Clearwater,city,FL,27.96585,-82.8001,117292,0.95
spin art nation atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
"at petersburg, florida",Petersburg,city,VA,37.22793,-77.40193,32477,0.95
sarasota pedicure,Sarasota,city,FL,27.33643,-82.53065,55118,0.95
"eyeliner in sarasota, fl",Sarasota,city,FL,27.33643,-82.53065,55118,0.95
sunken gaarden,,,,,,0,0.0
toledo colon cleanse,Toledo,city,OH,41.66394,-83.55521,265638,0.95
florida mansions,Florida,state,FL,,,0,0.93
marijunia card renewal for office,,,,,,0,0.0
oais hottubs,,,,,,0,0.0
air bnb miami beach florida,Miami Beach,city,FL,25.79065,-80.13005,92312,0.95
sandpiper resort florida,Florida,state,FL,,,0,0.93
houston expirences,Houston,city,TX,29.76328,-95.36327,2314157,0.95
tennessee canin,Tennessee,state,TN,,,0,0.93
ohio skate,Ohio,state,OH,,,0,0.93
game show battle room kansas city,Kansas City,city,KS,39.11417,-94.62746,152933,0.95
"santa cruz de tenerife, españa, ocio, escape room",Santa Cruz,city,CA,36.97412,-122.0308,64220,0.95
arizona getaway,Arizona,state,AZ,,,0,0.93
san diego hotes,San Diego,city,CA,32.71571,-117.16472,1404452,0.95
rental in arizona mountains,Arizona,state,AZ,,,0,0.93
las palmas rocky point,Rocky Point,city,NY,40.9526,-72.92538,14014,0.95
hilton garden inn  nyc financial center/manhattan downtown,Manhattan,city,KS,39.18361,-96.57167,56308,0.95
"muskogee, oklahoma",Muskogee,city,OK,35.74788,-95.36969,38456,0.95
hotel corpus christi texas,Corpus Christi,city,TX,27.80058,-97.39638,316239,0.95
oklahoma cuty,Oklahoma,state,OK,,,0,0.93
window cleaning in oklahoma city,Oklahoma City,city,OK,35.46756,-97.51643,681054,0.95
oklahoma medical maijuana,Oklahoma,state,OK,,,0,0.93
"houston, tx pottery",Houston,city,TX,29.76328,-95.36327,2314157,0.95
florida  deals,Florida,state,FL,,,0,0.93
lilly tours ireland,West Springfield,city,MA,42.10704,-72.62037,27912,0.9
noah’s ark in kentucky,Kentucky,state,KY,,,0,0.93
security classes  west palm beach,West Palm Beach,city,FL,26.71534,-80.05337,120932,0.95
new york canvas tote bag,York,city,PA,39.9626,-76.72774,43992,0.95
things for kids to do on the kentucky levy,Kentucky,state,KY,,,0,0.93
hurricane harbor theme park arlington texas,Hurricane,city,UT,37.17526,-113.28995,15501,0.95
eaton rapids,,,,,,0,0.0
mission beach tickets san diego,San Diego,city,CA,32.71571,-117.16472,1404452,0.95
oklahoma today mag,Oklahoma,state,OK,,,0,0.93
hot air balloon rides florida,Florida,state,FL,,,0,0.93
midas in miami gardens,Miami Gardens,city,FL,25.94204,-80.2456,113187,0.95
nashville dunes,Nashville,city,TN,36.16589,-86.78444,689447,0.95
montagna in offerta,,,,,,0,0.0
slice of old sacramento,Sacramento,city,CA,38.58157,-121.4944,524943,0.95
clear kayl,,,,,,0,0.0
detroit handelbar,Detroit,city,MI,42.33143,-83.04575,645705,0.95
season passes santa cruz bordwalk,Santa Cruz,city,CA,36.97412,-122.0308,64220,0.95
"hotel in paris from september 9 to september 11, 2024",Paris,city,TN,36.302,-88.32671,10150,0.95
huron lady 2,Huron,city,SD,44.36332,-98.21426,13313,0.95
new orleans butterfly museum,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
woodland park zoo in seattle,Seattle,city,WA,47.60621,-122.33207,780995,0.95
"ferris, k.",,,,,,0,0.0
wrax miami lashes,Miami,city,FL,25.77427,-80.19366,487014,0.95
cincinnati holiday market,Cincinnati,city,OH,39.12711,-84.51439,311097,0.95
california baby,California,city,MD,38.3004,-76.50745,11857,0.95
fine airport denver colorado,Denver,city,CO,39.73915,-104.9847,729019,0.95
top spa in chicago,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
ripley’s gatlinburg,,,,,,0,0.0
bahamas vacation with airfare,,,,,,0,0.0
resort pass texas,Texas,state,TX,,,0,0.93
architecture chicago boat,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
tuliup resort washington dc,District of Columbia,region,DC,,,0,0.93
car rental toronto,,,,,,0,0.0
personalized kitchen utensil holder,,,,,,0,0.0
urope cruisa,,,,,,0,0.0
vancouver bc canada hotels,Vancouver,city,WA,45.63873,-122.66149,196442,0.95
richmond bc spa,Richmond,city,IN,39.82894,-84.89024,35854,0.95
ocean honda ventura,Ventura,city,CA,34.27834,-119.29317,96769,0.95
santa barbara zooo,Santa Barbara,city,CA,34.42083,-119.69819,91842,0.95
bentura,,,,,,0,0.0
santa barbara harbor view inn,Santa Barbara,city,CA,34.42083,-119.69819,91842,0.95
tour in new york boroughs,York,city,PA,39.9626,-76.72774,43992,0.95
"boat ride, west river md",,,,,,0,0.0
ney york hotels,York,city,PA,39.9626,-76.72774,43992,0.95
"great wolf lodge, virginia",Virginia,state,VA,,,0,0.93
mertlye beach,,,,,,0,0.0
washington dc shuttle,District of Columbia,region,DC,,,0,0.93
mystics washington,Washington,city,DC,38.89511,-77.03637,689545,0.95
u.s. polo assn. since 1890 mens jeans,,,,,,0,0.0
aceableagent new york,York,city,PA,39.9626,-76.72774,43992,0.95
charm city shoe,Baltimore,city,MD,39.29038,-76.61219,585708,0.9
blue green condos in mrtsl beach,Green,city,OH,40.94589,-81.48317,25898,0.95
live nation concerts philadelphia,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
pretty nails manassas,Manassas,city,VA,38.75095,-77.47527,41764,0.95
"restaurants in fairfax, va",Fairfax,city,VA,38.84622,-77.30637,24013,0.95
us capitol hill,,,,,,0,0.0
bowlerto columbia,Columbia,city,IL,38.44366,-90.20122,10191,0.95
adults only orlando florida resorts,Orlando,city,FL,28.53834,-81.37924,334854,0.95
car detailing rockville maryland,Rockville,city,MD,39.084,-77.15276,66980,0.95
hard rock cafe washington,Washington,city,DC,38.89511,-77.03637,689545,0.95
restaurants y the water in maryland,Maryland,state,MD,,,0,0.93
at riding tulum mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
annandale virginia,Annandale,city,VA,38.83039,-77.19637,41008,0.95
"hotels in durham, nc",Durham,city,NC,35.99403,-78.89862,257636,0.95
hershey park  in pennsylvania,Hershey,city,PA,40.28592,-76.65025,14257,0.95
night-time city tour of washington dc,District of Columbia,region,DC,,,0,0.93
ocean city hotels atlantic ave,Ocean City,city,NJ,39.27762,-74.5746,11355,0.95
"port discovery, maryland",Maryland,state,MD,,,0,0.93
"3600 s glebe rd #120 arlington, va  22202 united states",Arlington,city,TN,35.2962,-89.66147,11625,0.95
virginia tire auto,Virginia,state,VA,,,0,0.93
la miserable,,,,,,0,0.0
jacksonville pleasure cruise,Jacksonville,city,AL,33.81382,-85.7613,12222,0.95
broomrang,,,,,,0,0.0
hotels near 3555 las vegas blvd south,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
charles county md,,,,,,0,0.0
discovery cove orlando flordia,Orlando,city,FL,28.53834,-81.37924,334854,0.95
washington harbor,Washington,city,DC,38.89511,-77.03637,689545,0.95
paris nice,Paris,city,TN,36.302,-88.32671,10150,0.95
"arlington,  va",Arlington,city,TN,35.2962,-89.66147,11625,0.95
"water park, sandusky ohio",Sandusky,city,OH,41.44894,-82.70796,25212,0.95
maryland concealed carry,Maryland,state,MD,,,0,0.93
botox in arlington va,Arlington,city,TN,35.2962,-89.66147,11625,0.95
capitol express washington,Washington,city,DC,38.89511,-77.03637,689545,0.95
restaurant  texas más sercac de mi,Texas,state,TX,,,0,0.93
train trips maryland and virginia,Maryland,state,MD,,,0,0.93
america on parade,,,,,,0,0.0
skin tightening in aurora illinois,Aurora,city,IL,41.76058,-88.32007,200661,0.95
excursion in bahamas,,,,,,0,0.0
"33 new york avenue ne washington, d.c.20002",York,city,PA,39.9626,-76.72774,43992,0.95
"shockwave therapy , washington dc",District of Columbia,region,DC,,,0,0.93
el ultrasonido focalizado de alta intensidad,,,,,,0,0.0
crystal city pain,Crystal,city,MN,45.03274,-93.36023,22943,0.95
facial skin for african american in silver spring or rockville md,Silver Spring,city,MD,38.99067,-77.02609,71452,0.95
boston therapeutic,Boston,city,MA,42.35843,-71.05977,653833,0.95
luenell in las vegas july 6,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
hotels in new york central islip,York,city,PA,39.9626,-76.72774,43992,0.95
"go ape zipline adventure springfield, va",Springfield,city,IL,39.80172,-89.64371,114394,0.95
hydra faciaks,,,,,,0,0.0
best western plus franklin square inn troy/albany,Albany,city,GA,31.57851,-84.15574,74843,0.95
hair salons in bergen county nj,,,,,,0,0.0
free drivers ed class in westchester  new york,York,city,PA,39.9626,-76.72774,43992,0.95
mini brazil lucky wood,,,,,,0,0.0
beach vacation in new jersey,New Jersey,state,NJ,,,0,0.93
kendra's salon in stamford ct,Stamford,city,CT,41.05343,-73.53873,128874,0.95
maelys get dreamy,,,,,,0,0.0
"go city pass, las vegas",Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
south beach miama,Miami,city,OK,36.87451,-94.87746,13611,0.92
farewheel las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
las vegas tours in may,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
"dr, slatton",,,,,,0,0.0
jacksonville beach florida beachfront hotel,Jacksonville Beach,city,FL,30.29469,-81.39314,23064,0.95
michigan approved realestate class,Michigan,state,MI,,,0,0.93
eyelash orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
private transportation las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
body contouring los angeles,Los Angeles,city,CA,34.05223,-118.24368,3820914,0.95
"hotels las vegas, nev",Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
clifton park new york,York,city,PA,39.9626,-76.72774,43992,0.95
things to do in lasvegas,,,,,,0,0.0
virginia beach pedicure,Virginia Beach,city,VA,36.85293,-75.97799,454808,0.95
massage in west wichita ks,Wichita,city,KS,37.69224,-97.33754,396119,0.95
sugarloaf key florida,Florida,state,FL,,,0,0.93
kansas city misuri,Kansas City,city,KS,39.11417,-94.62746,152933,0.95
atlantic city nj boardwalk,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
fantasia oxon hill maryland,Oxon Hill,city,MD,38.80345,-76.9897,17722,0.95
"mainline gardens, west hster, pa",,,,,,0,0.0
hotels north bay ontario canada,Ontario,city,CA,34.06334,-117.65089,171214,0.95
"pittsburg, pennsylvania",Pittsburg,city,KS,37.41088,-94.70496,20409,0.95
photography lessons in philadelphia,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
"permanent make up, rehoboth beach de",Rehoboth,city,MA,41.84038,-71.24949,11486,0.95
spa packages in michigan,Michigan,state,MI,,,0,0.93
"flight, toronto",,,,,,0,0.0
hotels in boston near prudential center,Boston,city,MA,42.35843,-71.05977,653833,0.95
kalihari cleveland ohio/water park,Cleveland,city,MS,33.744,-90.72482,12327,0.95
oil change youngstown ohio,Youngstown,city,OH,41.09978,-80.64952,64628,0.95
cleveland hotels downtown,Cleveland,city,MS,33.744,-90.72482,12327,0.95
ohio light opera,Ohio,state,OH,,,0,0.93
"restaurants canton, ohio",Canton,city,GA,34.23676,-84.49076,25469,0.95
groupon washington dc,District of Columbia,region,DC,,,0,0.93
phon3,,,,,,0,0.0
playhouse squae,,,,,,0,0.0
"pretty nails, stow ohio",Stow,city,OH,41.1595,-81.44039,34797,0.95
"kauai, hawaii boat rides",Hawaii,state,HI,,,0,0.93
what movies are showing in groveport ohio,Ohio,state,OH,,,0,0.93
ohio vacation deal,Ohio,state,OH,,,0,0.93
dubai inclusive resort,,,,,,0,0.0
"ashland, oh",Ashland,city,KY,38.47841,-82.63794,21108,0.95
east coast maine,Maine,state,ME,,,0,0.93
texas braxil,Texas,state,TX,,,0,0.93
limo service nerkshires to albany airport,Albany,city,GA,31.57851,-84.15574,74843,0.95
alpaca black gloves,,,,,,0,0.0
cryotherapy albany ny,Albany,city,GA,31.57851,-84.15574,74843,0.95
chick fi la,,,,,,0,0.0
"resorts in burlington, vt",Burlington,city,KY,39.02756,-84.72411,15926,0.95
motels in south carolina,South Carolina,state,SC,,,0,0.93
eyelish albany ny,Albany,city,GA,31.57851,-84.15574,74843,0.95
san antoniotexas,San Diego,city,CA,32.71571,-117.16472,1404452,0.9
los lunaslegos,,,,,,0,0.0
knotts  berry farm tickets,,,,,,0,0.0
philadelphia romantic getaway,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
jungle california king comforter,California,city,MD,38.3004,-76.50745,11857,0.95
america on wheels lehigh valley,Lehigh Acres,city,FL,26.62535,-81.6248,86784,0.9
new jersey state fair meadowlands,New Jersey,state,NJ,,,0,0.93
circus paris,Paris,city,TN,36.302,-88.32671,10150,0.95
philadelphia  curise,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
berks county air bnb,,,,,,0,0.0
outdoors alaska,Alaska,state,AK,,,0,0.93
detroit popcorn,Detroit,city,MI,42.33143,-83.04575,645705,0.95
tanning in hamburg,Grafton,city,WI,43.31973,-87.95342,11527,0.9
baki,,,,,,0,0.0
golf cart rental panama city bech,Panama City,city,FL,30.15946,-85.65983,38286,0.95
getaways paris,Paris,city,TN,36.302,-88.32671,10150,0.95
new york city ny coupon,New York City,city,NY,40.71427,-74.00597,8804190,0.95
cabins rentala,,,,,,0,0.0
north carolina 75-hour real estate licensing cours,North Carolina,state,NC,,,0,0.93
spain teip,,,,,,0,0.0
moblre car wash,,,,,,0,0.0
"city pass tampa, florida",Tampa,city,FL,27.94752,-82.45843,414547,0.95
children museum atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
myrte beach south carolina,South Carolina,state,SC,,,0,0.93
"horseback riding, canton",Canton,city,GA,34.23676,-84.49076,25469,0.95
hotels i miami,Miami,city,FL,25.77427,-80.19366,487014,0.95
luxery hotels in atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta jazz fest,Atlanta,city,GA,33.749,-84.38798,510823,0.95
ballon musuem atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
atlanta illusion museum,Atlanta,city,GA,33.749,-84.38798,510823,0.95
caroway gardens,,,,,,0,0.0
day spa newnan,Newnan,city,GA,33.38067,-84.79966,37291,0.95
madrid%252c spain,Waupun,city,WI,43.63332,-88.72955,11343,0.9
ruby falls   tennessee aquarium,Tennessee,state,TN,,,0,0.93
skin bar atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
go city las vigas,Las Vegas,city,NV,36.17497,-115.13722,641903,0.9
flight to cancun mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
alabama football ticketz,Alabama,state,AL,,,0,0.93
mirimar beach florida,Florida,state,FL,,,0,0.93
beaches near atlanta georgia,Atlanta,city,GA,33.749,-84.38798,510823,0.95
fishing charters near orlando,Orlando,city,FL,28.53834,-81.37924,334854,0.95
winery in north georgia,Georgia,state,GA,,,0,0.93
la grange great wolf,La Grange,city,IL,41.80503,-87.86923,15723,0.95
jet ski nassau bahamas,,,,,,0,0.0
real estate licensing south carolina,South Carolina,state,SC,,,0,0.93
milwaukee bowling,Milwaukee,city,WI,43.0389,-87.90647,563531,0.95
myrtle beach fun things,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
yara golden decade perfume,Golden,city,CO,39.75554,-105.2211,20330,0.95
kimpton overland hotel atlanta airport,Atlanta,city,GA,33.749,-84.38798,510823,0.95
facials in atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
rocky city montain,,,,,,0,0.0
the whitley atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
valvoline panolla rd lithonia ga 30038,,,,,,0,0.0
gloria and assia,Anderson,city,SC,34.50344,-82.65013,27335,0.9
midtown atlanta couples massage,Atlanta,city,GA,33.749,-84.38798,510823,0.95
peach tree city georgia,Georgia,state,GA,,,0,0.93
couple massage near signia by signia hilton atlanta georgia world congress center,Atlanta,city,GA,33.749,-84.38798,510823,0.95
tours in lima peru,Lima,city,OH,40.74255,-84.10523,37873,0.95
"dallas, ga 30157",Dallas,city,GA,33.92371,-84.84077,12870,0.95
"sixflg, atlanta",Atlanta,city,GA,33.749,-84.38798,510823,0.95
hotels near 121 baker street atlanta ga,Atlanta,city,GA,33.749,-84.38798,510823,0.95
sushi village atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
georgia rennasance,Georgia,state,GA,,,0,0.93
thailand cruise,,,,,,0,0.0
cooking classes in atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
poland spring gallon jugs 30349,Spring,city,TX,30.07994,-95.41716,54298,0.95
big  kahuna waterpark,,,,,,0,0.0
orlando indoor park,Orlando,city,FL,28.53834,-81.37924,334854,0.95
near calhoun ga,Calhoun,city,GA,34.50259,-84.95105,16309,0.95
festivals in georgia this wseeksend,Georgia,state,GA,,,0,0.93
atlanta parking domestic,Atlanta,city,GA,33.749,-84.38798,510823,0.95
washington dc hvac services,District of Columbia,region,DC,,,0,0.93
georgia pain,Georgia,state,GA,,,0,0.93
springhill suites atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
face atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
trampoline parks in atlanta near me cheap,Atlanta,city,GA,33.749,-84.38798,510823,0.95
georgia wine tasting,Georgia,state,GA,,,0,0.93
georgia aquarioum,Georgia,state,GA,,,0,0.93
concerts in atlanta in july,Atlanta,city,GA,33.749,-84.38798,510823,0.95
museum of illusions® atlanta,Atlanta,city,GA,33.749,-84.38798,510823,0.95
lobster in mexico,Mexico,city,MO,39.16976,-91.88295,11660,0.95
hotel  fort eisenhower augusta ga,Augusta,city,GA,33.47097,-81.97484,43459,0.95
"massage-hutto, texas",Hutto,city,TX,30.5427,-97.54667,22722,0.95
profound rf austunn,,,,,,0,0.0
grand sirenis riveria maya,,,,,,0,0.0
las vegas strip eats,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
for all game tickets texas longhorns,Texas,state,TX,,,0,0.93
formula one tickets austin texas,Austin,city,TX,30.26715,-97.74306,974447,0.95
"legoland, dallas texas",Dallas,city,GA,33.92371,-84.84077,12870,0.95
syyz,,,,,,0,0.0
texas driver parent,Texas,state,TX,,,0,0.93
typhoon texas pass,Texas,state,TX,,,0,0.93
midevial times dallas tx,Dallas,city,GA,33.92371,-84.84077,12870,0.95
7day aruba,,,,,,0,0.0
collect a con richmond va,Richmond,city,IN,39.82894,-84.89024,35854,0.95
wine tasking in maryland,Maryland,state,MD,,,0,0.93
maryland chicken wing festival,Maryland,state,MD,,,0,0.93
cheap hotels red roof inn in baltimore,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
iran city,,,,,,0,0.0
ihg spain,,,,,,0,0.0
hotel in philadelphia downtown,Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
atlantic city board hall,Atlantic City,city,NJ,39.36415,-74.42306,39260,0.95
midas eastern ave,,,,,,0,0.0
"4 philadelphia ct, baltimore, md 21237",Philadelphia,city,PA,39.95238,-75.16362,1573916,0.95
"hotel west pratt street, baltimore",Baltimore,city,MD,39.29038,-76.61219,585708,0.95
megabus to new york city,New York City,city,NY,40.71427,-74.00597,8804190,0.95
washington mystics chicago sky,Chicago,city,IL,41.85003,-87.65005,2664452,0.95
myrtle beach oceanfront stays,Myrtle Beach,city,SC,33.68906,-78.88669,31035,0.95
laser columbia md,Columbia,city,IL,38.44366,-90.20122,10191,0.95
masssages parkville maryland,Parkville,city,MD,39.37733,-76.53969,30734,0.95
maryland vehicle state inspection,Maryland,state,MD,,,0,0.93
cryotherapy maryland,Maryland,state,MD,,,0,0.93
all maryland,Maryland,state,MD,,,0,0.93
maryland bodbeat facial and massagey sculpting,Maryland,state,MD,,,0,0.93
peru hotels airport lima,Lima,city,OH,40.74255,-84.10523,37873,0.95
iv hydrationn,,,,,,0,0.0
spa retreat florida,Florida,state,FL,,,0,0.93
ocean city amusement parks,Ocean City,city,NJ,39.27762,-74.5746,11355,0.95
hotel rehoboth beach delaware,Delaware,city,OH,40.29867,-83.06797,37995,0.95
tire sale in baltimore,Baltimore,city,MD,39.29038,-76.61219,585708,0.95
live hotel maryland,Maryland,state,MD,,,0,0.93
shoreline wellness berlin md,Shoreline,city,WA,47.75565,-122.34152,55439,0.95
palms pools cabana las vegas,Las Vegas,city,NM,35.59393,-105.2239,13386,0.95
hotels in sk canada,,,,,,0,0.0
"swamp tours near new iberia, la",New Iberia,city,LA,30.00354,-91.81873,30754,0.95
baton rouge theatre,Baton Rouge,city,LA,30.44332,-91.18747,227470,0.95
hotels in minneapolis mn,Minneapolis,city,MN,44.97997,-93.26384,410939,0.95
so flags pver georgia,Georgia,state,GA,,,0,0.93
luxe dental birmingham,Birmingham,city,AL,33.52066,-86.80249,196357,0.95
homewood suites in new orleans,New Orleans,city,LA,29.95465,-90.07507,362701,0.95
birmingham massage couple,Birmingham,city,AL,33.52066,-86.80249,196357,0.95
lake mccall idaho,Idaho,state,ID,,,0,0.93
yorkie puppy,,,,,,0,0.0
hotel in east boston,Boston,city,MA,42.35843,-71.05977,653833,0.95
