name,kind,state,lat,lon,population,variants
Hesperia,city,CA,34.42639,-117.30088,93295,Khespirija|heseupelia|hespariya|hsprya  kalyfrnya|hysbyrya|xi si pi li ya|Хеспирия|Хеспирија|هسپریا، کالیفرنیا|هيسبيريا|ہسپیریا|हेस्परिया|希斯皮里亚|헤스페리아
Highland,city,CA,34.12834,-117.20865,54854,Highlands|Khajland|ha'ilyanda|hai lan|haillaendeu|hayland|haylnd  kalyfrnya|Хайланд|Хајланд|هايلاند|هایلند، کالیفرنیا|हाइल्यान्ड|海兰|하일랜드
Hillsborough,city,CA,37.5741,-122.37942,11451,
Hollister,city,CA,36.85245,-121.4016,37462,Gollister|HLI|Kholister|Kholistur|halystr|holistara|holliseuteo|horisuta|huo li si te|hwlystyr|Голлістер|Холистер|Холистър|هالیستر|هوليستير|होलिस्टर|ホリスター|霍利斯特|홀리스터
Hollywood,city,CA,34.09834,-118.32674,167664,Cholygount|Galivud|Gollivud|Holivud|Holivuda|Holivudas|Holivudo|Hollivud|Huolevods|Huolėvods|Kholivud|Ruscisilva|Tinseltown|hali'uda|halivud|halivut|halliudeu|halywwd|halywwd  ls‌anjls|hao lai wu|hariuddo|he li huo|healivud|holivuda|holivudi|hwlywwd|hxl li wud|Χόλυγουντ|Галівуд|Голливуд|Голлівуд|Холивуд|Հոլիվուդ|האליוואד|הוליווד|هاليووډ|هالیوود|هالیوود، لس‌آنجلس|هوليوود|ھۆلیوود|ہالی وڈ|हलिउड|हॉलिवूड|हॉलीवुड|হলিউড|ஹாலிவுட்|హాలీవుడ్|ಹಾಲಿವುಡ್|ഹോളിവുഡ്|ฮอลลีวูด|ဟောလိဝုဒ်|ჰოლივუდი|ハリウッド|好莱坞|荷里活|할리우드
Home Gardens,city,CA,33.87807,-117.52088,11570,Goum-Gardens|Khoum Gardens|Riverside Valley Home Gardens|homa gardensa|huo mu jia deng si|hwm gardnz|hwm ghardyns|hwm jardyns|hwm qardnz  kalyfwrnya|Гоум-Гарденс|Гоум-Ґарденс|Хоум Гарденс|هوم جاردينس|هوم غاردينس|هوم قاردنز، کالیفورنیا|هوم گاردنز|होम गार्डेन्स|霍姆加登斯
Huntington Beach,city,CA,33.6603,-117.99923,201899,Gantington-Bich|Hantington Bycas|Hantington Byčas|Khantington Bich|Khantington-Bich|Khntingtn Bijch|Pacific Beach|Pacific City|han ting tan bich|hantingatana bica|hantintonbichi|hantyngtwn bych  kalyfrnya|heng ting dun bi qi|heontingteonbichi|hwntynghtwn bytsh|Гантінґтон-Біч|Хантингтон Бич|Хантингтон-Бич|Хънтингтън Бийч|هانتینگتون بیچ، کالیفرنیا|هونتينغتون بيتش|ہنٹنگٹن بیچ|हन्टिंगटन बीच|ฮันติงตันบีช|ハンティントンビーチ|亨廷頓比奇|헌팅턴비치
Huntington Park,city,CA,33.98168,-118.22507,59430,Gantington-Park|Khantington Park|Khantington-Park|Khantyngtan-Park|Khuntingtun Park|hantingatana parka|hantyngtwn park  kalyfrnya|heng ting dun gong yuan|hwntynghtwn bark|hwntynjtwn bark|Гантингтон-Парк|Гантінгтон-Парк|Хантингтон Парк|Хантингтон-Парк|Хантынгтан-Парк|Хънтингтън Парк|هانتینگتون پارک، کالیفرنیا|هونتينجتون بارك|هونتينغتون بارك|ہنٹنگٹن پارک، کیلیفورنیا|हन्टिंगटन पार्क|ഹണ്ടിങ്ടൺ പാർക്ക്|ハンティントン・パーク|亨廷頓公園|亨廷顿公园
Imperial,city,CA,32.84755,-115.56944,17095,IPL|Impirijal|Impiriul|Náhookǫsjí Séítah Dáʼákʼeh|ambyryal|ampyryl  kylyfwrnya|aympryal  kalyfrnya|aympryal  kalyfwrnya|imperiyala|inperiaru|yin pi li er|Імперіал|Империал|Импириъл|Импиријал|إمبيريال|امبيريال|امپیریل، کیلیفورنیا|ایمپریال، کالیفرنیا|ایمپریال، کالیفورنیا|इम्पेरियल|ഇമ്പീരിയൽ|インペリアル|因皮里尔
Imperial Beach,city,CA,32.58394,-117.11308,27408,Impirijal Bich|Impiriul Bijch|NRS|ambyryal bytsh|aympryal bych  kalyfrnya|imperiyala bica|impilieolbichi|yin pi li er tan|Импириъл Бийч|Импиријал Бич|אימפריאל ביץ|إمبيريال بيتش|ایمپریال بیچ، کالیفرنیا|इम्पेरियल बीच|因皮里尔滩|임피리얼비치
Indio,city,CA,33.7207,-116.21677,87533,Indian Wells|Indiou|andyw|ayndyw  kalyfrnya|indiyo|yin di ao|Індіо|Индио|Индиоу|إنديو|ایندیو، کالیفرنیا|इन्डियो|インディオ|印第奥|인디오
Inglewood,city,CA,33.96168,-118.35313,111666,In'nklgount|Ingelvuda|Inglvud|Inglvudas|Ingulud|Inqlvud|anghlywwwd|anjlywwwd|ayngl wwd  kalyfrnya|aynnglwwd|aynqlywwd  kalyfwrnya|in'gelavuda|in'glavuda|ing-geul-udeu|ingalavuda|ingela'uda|ingilvud|inglevud|inguruuddo|injalavuda|inlivut|xin keilwud|ying ge er wu de|İnqlvud|Ίνγκλγουντ|Інглвуд|Інґлвуд|Инглвуд|Ингълуд|Иңглвуд|Ինգլվուդ|אינגלווד|إنغليووود|إينڭلوود|انجليووود|انگل ووڈ|انگلووڈ، کیلیفورنیا|اینقلیوود، کالیفورنیا|اینگل وود، کالیفرنیا|इंगलवुड|इंजलवुड|इन्गेलवूड|ইঙ্গেলউড|ઇન્ગ્લવૂડ|இஞ்லிவுட்|ఇంగిల్వుడ్|ಇಂಗ್ಲೆವುಡ್|ഇങ്കിൾവുഡ്|ඉංග්ල්වුඩ්|อินเกิลวูด|イングルウッド|英格尔伍德|英格爾伍德|잉글우드
Irvine,city,CA,33.66946,-117.82311,256927,Ervajn|Irvajn|Irvin|Irvinas|abain|arfayn|arwayn|arwayn  kalyfrnya|eobain|er wan|ou wen|rvajn|Ервайн|Ервајн|Ирвайн|Ирвин|Ървайн|אירוויין|إرفاين|اروائن|ارواین، کالیفرنیا|アーバイン|歐文|爾灣|어바인
Isla Vista,city,CA,34.41333,-119.86097,23096,Ajla-Vista|Isla-Vista|a'ila bhista|aillabiseuta|airabisuta|aysla wysta  kalyfrnya|aysla wysta  kalyfwrnya|jing dao (Isla Vista) she qun|yi si la wei si ta|Ісла-Віста|Айла-Виста|Исла-Виста|ئیزلا ڤیستا، کالیفۆرنیا|ایسلا ویستا، کالیفرنیا|ایسلا ویستا، کالیفورنیا|आइला भिस्टा|アイラビスタ|伊斯拉維斯塔|景島（Isla Vista)社群|아일라비스타
Kerman,city,CA,36.72356,-120.05988,14475,Collis|Kermen|Kurman|Tó Bá Azʼáanii|kaman shi|ke er man|kermyana|krman|krman  kalyfwrnya|krmyn  kylyfwrnya|kyrman|qrmn|Керман|Кермен|Кърман|קרמן|كيرمان|کرمان|کرمان، کالیفورنیا|کرمین، کیلیفورنیا|केर्म्यान|കെർമാൻ|カーマン市|克尔曼|克爾曼
King City,city,CA,36.21274,-121.12603,13902,City of King|KIC|King Siti|King-Siti|Kings City|Kings Siti|Kings Station|Kingsitija|jin cheng|king sirri|kinga siti|kingsiti|kyng syty  kalyfrnya|kyngh syty|kynj syty|kynqz brq  kalyfwrnya|Кинг Сити|Кинг-Сити|Кингс Сити|Кінг-Сіті|كينج سيتى|كينغ سيتي|کنگ سٹی، کیلیفورنیا|کینقز برق، کالیفورنیا|کینگ سیتی، کالیفرنیا|किङ्ग सिटी|കിംഗ് സിറ്റി|金城|킹시티
Kingsburg,city,CA,36.51384,-119.55402,11824,Drapersville|Kings River Switch|Kingsberg|Kingsburgh|Tłʼoh Naadą́ą́ʼ Sikaad|Wheatville|jin si bao|kingasbarga|kngzbrg  kylyfwrnya|kynghsbwrgh|kyngz brg  kalyfrnya|kynjsbwrj|kynqzbwrq  kalyfwrnya|Кингсберг|Кингсбург|Кингсбърг|Кінгсбург|كينجسبورج|كينغسبورغ|کنگزبرگ، کیلیفورنیا|کینقزبورق، کالیفورنیا|کینگز برگ، کالیفرنیا|किङ्गस्बर्ग|കിംഗ്സ്ബർഗ്ഗ്|金斯堡
Koreatown,city,CA,34.05779,-118.30091,124281,koliataun|코리아타운
La Cañada Flintridge,city,CA,34.19917,-118.18785,20246,Flintridge|La Canada|La Canada Flintridge|La Kanjada Flintridz|La-Kan'jada-Flintridzh|la kanyada flyntrydj|la kanyada flyntryj  kalyfrnya|la kyanada phlintarija|lakanyadapeullinteuliji|Ла Канјада Флинтриџ|Ла-Каньяда-Флинтридж|لا كانيادا فلينتريدج|لا کاناڈا فلینٹریڈگی، کیلیفورنیا|لا کانیادا فلینتریج، کالیفرنیا|ला क्यानाडा फ्लिन्टरिज|라카냐다플린트리지
La Habra,city,CA,33.93196,-117.94617,62131,La Champra|La Khabra|La-Abra|La-Gabra|Lahabra|la ha bra|la ha bu la|la habeula|la habra  kalyfrnya|la habra  kalyfwrnya|la hapra|la harabha|Λα Χάμπρα|Ла Хабра|Ла-Абра|Ла-Габра|لا حابرا|لا هابرا|لا هابرا، کالیفرنیا|لا هابرا، کالیفورنیا|ला हाब्रा|লা হারভা|લા હાબ્રા|லா ஹாப்ரா|లా హబ్రా|ಲ ಹಬ್ರ|ലാ ഹബ്രാ|ලා හාබ්‍රා|ลาฮาบรา|ラ・アブラ|拉哈布拉|라 하브라
La Jolla,city,CA,32.84727,-117.2742,42808,El Nito|La Joya|La Khoja|La-Khojja|La-Khol'ja|Lajolla|la huo ya|la hwya|lahoia|lahwya|rahoya|Ла Хоя|Ла-Хойя|Ла-Холья|لا هویا|لاهويا|ラホヤ|拉霍亚|라호이아
La Mesa,city,CA,32.76783,-117.02308,60089,Allison Springs|Dah Azkáníiʼii|La Mesa Heights|La Mesa Springs|La-Mesa|Lamesa|la mi sa|la msa  kalyfrnya|la mysa|la mysa  kylyfwrnya|la mza  kalyfwrnya|lh msh|ramesa|Ла Меса|Ла-Меса|לה מסה|لا مزا، کالیفورنیا|لا مسا، کالیفرنیا|لا ميسا|لا میسا، کیلیفورنیا|ला मेसा|ലാ മെസ|ラメサ|拉米萨|拉米薩
La Mirada,city,CA,33.91724,-118.01201,49520,La-Mirada|la mi la da|la myrada|la myrada  kalyfrnya|lamilada|Ла Мирада|Ла-Мирада|لا ميرادا|لا میرادا، کالیفرنیا|ला मिराडा|拉米拉达|라미라다
La Palma,city,CA,33.8464,-118.04673,15904,Atʼaʼ Yiltʼąąʼí Ííʼáhí|Dairyland|La-Palma|la balma|la pa er ma|la palma  kalyfrnya|la palma  kalyfwrnya|la palma  kylyfwrnya|Ла Палма|Ла-Палма|لا بالما|لا پالما، کالیفرنیا|لا پالما، کالیفورنیا|لا پالما، کیلیفورنیا|ला पाल्मा|ലാ പാൽമ|ラ・パルマ|拉帕尔马|拉帕爾馬
La Presa,city,CA,32.70811,-116.99725,34169,
La Puente,city,CA,34.02001,-117.94951,40745,Hillgrove|La Puenti|Puente|la bwynty|la pu'ente|la pwnt  kalyfrnya|Ла Пуенте|Ла Пуенти|لا بوينتي|لا پونت، کالیفرنیا|لا پیونتے، کیلیفورنیا|ला पुएन्टे
La Quinta,city,CA,33.66336,-116.31001,40476,La Kinta|La Kuinta|la kvinta|la kwynta|la kwyynta  kalyfrnya|Ла Кинта|Ла Куинта|لا كوينتا|لا کوئینتا، کالیفرنیا|لا کوینٹا، کیلیفورنیا|ला क्विन्टा
La Riviera,city,CA,38.56685,-121.3569,10802,La Rivijera|La-Riv'era|la li wei la|la ribhi'era|la rywyyra|la rywyyra  kalyfwrnya|Ла Ривијера|Ла-Ривьера|Ла-Рів'єра|لا ریویئرا|لا ریویئرا، کالیفورنیا|ला रिभिएरा|拉里維拉
La Verne,city,CA,34.10084,-117.76784,32681,La Vern|La Vurn|La-Vern|Lordsburg|POC|la bharna|la fyrny|la wrn  kalyfrnya|Ла Верн|Ла Върн|Ла-Верн|لا فيرني|لا ورن، کالیفرنیا|ला भर्न
Ladera Ranch,city,CA,33.57086,-117.63561,22980,
Lafayette,city,CA,37.88576,-122.11802,25843,La Fayette|Lafaehtt|Lafaet|Lafaett|Lafagiet|Lafajet|la fei te|lafayt  kalyfrnya|lafayt  kalyfwrnya|lafayyty|lapeies|laphayeta|rafaietto|Λαφαγιέτ|Лафает|Лафаетт|Лафайет|Лафаэтт|Лафаєтт|Лафајет|Լաֆայեթ|לה פאייט|لافائیٹ، کیلیفورنیا|لافاييتى|لافاييتي|لافایت، کالیفرنیا|لافایت، کالیفورنیا|लाफायेट|ლაფაიეტი|ラファイエット|拉斐特|라페이엣
Laguna,city,CA,38.42102,-121.42384,46621,
Laguna Beach,city,CA,33.54225,-117.78311,23365,Lagona|Laguna|Laguna Bich|Laguna Bijch|Laguna-Bich|la gu na hai tan|laghwna bytsh|laguna bica|lagwna bych  kalyfrnya|lagwna bych  kylyfwrnya|leogunabichi|Лагуна Бийч|Лагуна Бич|Лагуна-Бич|Лагуна-Біч|لاغونا بيتش|لاگونا بیچ، کالیفرنیا|لاگونا بیچ، کیلیفورنیا|लागुना बीच|ラグナ・ビーチ|拉古纳海滩|러구나비치
Laguna Hills,city,CA,33.61252,-117.71283,31748,
Laguna Niguel,city,CA,33.52253,-117.70755,65806,Laguna Nigel|laghwna nyghwyl|laguna nigela|lagwna nygwyl  kalyfrnya|ni gu hu|Лагуна Нигел|لاغونا نيغويل|لاگونا نیگوئل، کالیفرنیا|लागुना निगेल|尼古湖
Laguna Woods,city,CA,33.6103,-117.72533,16406,Laguna Uds|Laguna Vuds|Laguna-Vuds|la gu na wu ci|la gu na wu zi|laghwna wwwds|lagwna wwdz  kalyfrnya|lajwna wwwds|lyaguna vudsa|Лагуна Вудс|Лагуна Удс|Лагуна-Вудс|لاجونا ووودس|لاغونا ووودس|لاگونا وودز، کالیفرنیا|لاگونا ووڈز، کیلیفورنیا|ल्यागुना वूड्स|ラグーナ・ウッズ|拉古納伍茲|拉古纳伍兹
Lake Arrowhead,city,CA,34.24834,-117.18921,12424,Lejk Aroukhed|Lejk-Errouged|Little Bear Lake|bhyrt arwhyd|jian tou hu|lak arwhyd|leka eroheda|Лейк-Ерроугед|Лејк Ароухед|بحيرة اروهيد|لاك أروهيد|لیک‌اروهد|لیک‌اروهد، کالیفورنیا|लेक एरोहेड|レイク・アローヘッド|箭头湖|箭頭湖
Lake Elsinore,city,CA,33.66808,-117.32726,61981,Elsinore|Etengvo|Etengvo Wumona|Laguna|Laguna Grande|Lejk Elsinor|Lejk Elzinor|Lejk-Ehlsinor|Machadao|Machado|Wamoma|hu ai er xi nuo|lak alsynwry|leka elsinora|lyk al synwr  kalyfrnya|lyk aylsynwry  kylyfwrnya|Лейк Елзинор|Лейк-Элсинор|Лејк Елсинор|لاك إلسينوري|لیک ال سینور، کالیفرنیا|لیک ایلسینوری، کیلیفورنیا|लेक एल्सिनोर|湖埃尔西诺
Lake Forest,city,CA,33.64697,-117.68922,82492,Akʼah Sisíʼí Tsinyiʼ Beʼekʼid|El Toro|Eltoro|Lejk Forest|Lejk-Forehst|Lejk-Forest|lak fwryst|leikeupoliseuteu|leka pharesta|lekk phearasrr|lyk farst  kalyfrnya|lyyk fwrzt  kalyfwrnya|lyyq pwrst|reikuforesuto|sen lin hu|Лейк Форест|Лейк-Форест|Лейк-Форэст|Лејк Форест|לייק פורסט|لئیک فورزت، کالیفورنیا|لاك فوريست|لیک فارست، کالیفرنیا|لیک فارسٹ، کیلیفورنیا|لیک فورسٹ|लेक फरेस्ट|ലേക്ക് ഫോറസ്റ്റ്|レイクフォレスト|森林湖|레이크포리스트
Lake Los Angeles,city,CA,34.61249,-117.82812,12328,Lago Los-Angeleso|Lago Los-Anĝeleso|Lejk Los Andzeles|Lejk-Los-Andzheles|lak lws anjyls|leka lasa enjelsa|luo shan ji hu|lyk ls anjls|lyk ls anjls  kalyfwrnya|Лейк-Лос-Анджелес|Лејк Лос Анџелес|لاك لوس أنجيلس|لیک لس آنجلس|لیک لس آنجلس، کالیفورنیا|लेक लस एन्जेल्स|洛杉磯湖
Lakeland Village,city,CA,33.63863,-117.34393,11541,Lejkland Vilidz|Lejklend-Villedzh|lai ke lan cun|lekalyanda bhileja|lykland|lyklndwylj|lyklndwylj  kalyfwrnya|Лейкленд-Вилледж|Лейкленд-Вілледж|Лејкланд Вилиџ|ليكلاند|لیکلندویلج|لیکلندویلج، کالیفورنیا|لیکلینڈ گاؤں، کیلیفورنیا|लेकल्यान्ड भिलेज|萊克蘭村
Lakeside,city,CA,32.85727,-116.92225,20648,Lejksajd|lekasa'ida|Лејксајд|लेकसाइड
Lakewood,city,CA,33.85363,-118.13396,81611,Lakewood Village|Lejkud|Lejkvud|lai ke wu de|lakywwwd|leikeuudeu|lekavuda|lykwwd  kalyfrnya|reikuuddo|Лейквуд|Лейкуд|Лејквуд|لاكيووود|لیکوود، کالیفرنیا|لیکووڈ|लेकवूड|レイクウッド|莱克伍德|레이크우드
Lamont,city,CA,35.25968,-118.91427,15120,Chʼiltah Hatsoh|la meng te|lamonta|lamwn|lamwn  kalyfwrnya|lamwnt|Ламонт|لامون|لامون، کالیفورنیا|لامونت|लामोन्ट|拉蒙特
Lancaster,city,CA,34.69804,-118.13674,161103,Lankaster|Lankastur|WJF|lan kai si te|lankstr|lnkstr  kalyfrnya|lnqstr|lyancestara|rankasuta|Ланкастер|Ланкастър|לנקסטר|لانكستر|لنکستر، کالیفرنیا|لینکاسٹر|ल्यान्चेस्टर|ランカスター|蘭開斯特
Larkspur,city,CA,37.93409,-122.53525,12417,Larksper|la ke si po|larkaspara|larksbwr|larkspwr  kalyfrnya|larkspwr  kalyfwrnya|larkspwr  kylyfwrnya|rakusupa|Ларкспер|Ларкспър|לארקספאר|لاركسبور|لارکسپور، کالیفرنیا|لارکسپور، کالیفورنیا|لارکسپور، کیلیفورنیا|लार्कस्पर|ラークスパー|拉克斯珀
Lathrop,city,CA,37.8227,-121.27661,20866,LRO|Latroup|Lejtrop|la si luo pu|lathrwb|latrwp  kalyfrnya|lyatharopa|Латроуп|Лејтроп|لاتروپ، کالیفرنیا|لاثروب|ल्याथरोप|拉斯罗普
Lawndale,city,CA,33.88724,-118.35257,33430,Londejl|lanadela|lao en dai er|lawn dyl  kalyfrnya|lawndaly|lawndyyl  kalyfwrnya|Лондейл|Лондејл|لانڈیل، کیلیفورنیا|لاون دیل، کالیفرنیا|لاوندئیل، کالیفورنیا|لاوندالى|لاوندالي|लनडेल|ലോൺഡെയിൽ|劳恩代尔|勞恩代爾
Lemon Grove,city,CA,32.74255,-117.03142,26709,Chʼil Łitsooí Nástłʼah|Lemon Grouv|Lemon-Grouv|Lemon-Grov|Lemongrove|Lemun Grouv|lai meng ge luo wei|lemana grobha|lemongeulobeu|lmwn grww  kalyfrnya|lmwn qrww  kalyfwrnya|lymn grww  kylyfwrnya|lymwn ghrwf|lymwn jrwfy|Лемон Гроув|Лемон-Гров|Лемон-Гроув|Лемън Гроув|لمون قروو، کالیفورنیا|لمون گروو، کالیفرنیا|ليمون جروفى|ليمون غروف|لیمن گروو، کیلیفورنیا|लेमन ग्रोभ|ലെമൺ ഗ്രോവ്|レモン・グローヴ|莱蒙格罗韦|萊蒙格羅韋|레몬그로브
Lemoore,city,CA,36.30078,-119.78291,25647,La Tache|Latache|Lee Moore's|Lemor|Lemur|Limor|NLC|lei mu er|lemura|lemure|lmwr  kalyfrnya|lmwr  kalyfwrnya|lymwr  kylyfwrnya|lymwwry|rimua|Łeeyiʼtó|Лемор|Лемур|Лимор|لمور، کالیفرنیا|لمور، کالیفورنیا|ليموورى|ليمووري|لیمور، کیلیفورنیا|लेमूर|ലെമൂറെ|リムーア|勒穆尔|勒穆爾
Lennox,city,CA,33.93807,-118.35258,22753,Inglewood Rancho|Jefferson|Lennoks|Lenoks|lenaksa|lnyks|lnyks  kalyfwrnya|lun nuo ke si|lynwks|Леннокс|Ленокс|لنیکس|لنیکس، کالیفورنیا|لينوكس|लेनक्स|倫諾克斯
Lincoln,city,CA,38.89156,-121.29301,49757,Linkal'n|Linkol'n|Linkoln|Linkuln|lin ken|linkana|lnkn  kylyfwrnya|lynkln  kalyfrnya|lynkwn|rinkan|Линколн|Линкольн|Линкълн|Лінкальн|Лінкольн|لنکن، کیلیفورنیا|لينكون|لینکلن، کالیفرنیا|लिङ्कन|ലിങ്കൺ|リンカーン|林肯
Linda,city,CA,39.12767,-121.5508,17773,
Lindsay,city,CA,36.20301,-119.08816,13217,Lindsej|Lindsi|Lindzi|lin sai|lindse|lyndsay|lyndsy  kalyfrnya|rinji|Линдзи|Линдсей|Линдси|Ліндсі|لنڈسے، کیلیفورنیا|ليندساى|ليندساي|لیندسی، کالیفرنیا|लिन्ड्से|ലിൻഡ്സെ|リンジー|林賽|林赛
Live Oak,city,CA,36.98356,-121.98052,17158,Lajv Ouk|Lajv-Ouk|lai fu ou ke|layw awk|Лайв Оук|Лайв-Оук|Лајв Оук|لایو اوک|來弗歐克
Livingston,city,CA,37.38688,-120.72353,13902,Cressey|Kʼíshíshjį́į́zh Bitoʼ|Livingstun|li wen si dun|libhingastana|lif wing s tan|lyfynghstwn|lyfynjstwn|lywyngstwn  kalyfrnya|ribingusuton|Ливингстон|Ливингстън|Лівінгстон|ليفينجستون|ليفينغستون|لیونگسٹن، کیلیفورنیا|لیوینگستون، کالیفرنیا|लिभिंगस्टन|ലിവിംഗ്സ്റ്റൺ|ลิฟวิงสตัน|リビングストン|利文斯頓|利文斯顿
Livermore,city,CA,37.68187,-121.76801,88126,LVK|Laddville|Livermar|Livermor|Livermore's|Livermoria|Livrmor|Nottingham|li fu mo|libeomo-eo|libharamora|livarmor|lybrmwr|lyfrmwr|lyfyrmwry|lywrmwr|lywrmwr  kalyfrnya|lywrmwr  kalyfwrnya|lywrmwr  kylyfwrnya|rivuamoa|Ливермор|Ливърмор|Лівермар|Лівермор|Լիվերմոր|ליברמור|ليفرمور|ليفيرمورى|لیورمور|لیورمور، کالیفرنیا|لیورمور، کالیفورنیا|لیورمور، کیلیفورنیا|लिभरमोर|லிவர்மோர்|ലിവർമോർ|リヴァモア|利佛摩|리버모어
Lodi,city,CA,38.1302,-121.27245,64596,Jeeshootsoh Bitonli|Jeeshóótsoh Bitóńlį́|Lodaj|Lodzi|Loudaj|Mokelumne|Moquelumne|leadi|luo di|lwdy|lwdy  kalyfrnya|rodai|Лодай|Лодај|Лодзі|Лоди|Лоді|Лоудай|לודי|لودى|لودي|لودی، کالیفرنیا|لوڈی، کیلیفورنیا|लोडी|ലോദി|ローダイ|洛迪|로디
Loma Linda,city,CA,34.04835,-117.26115,24045,Loma-Linda|Lomalinda|Lonesome Linda|Mound City|Mound Station|Nizhónískʼid|loma linta|lomalinda|luo ma lin da|lwma lynda|lwma lynda  kalyfrnya|lwmh lyndh|romarinda|Лома Линда|Лома-Линда|Лома-Лінда|לומה לינדה|لوما لنڈا، کیلیفورنیا|لوما ليندا|لوما لیندا، کالیفرنیا|लोमा लिन्डा|லோம லிண்டா|ലോമാ ലിൻഡ|ロマリンダ|洛馬林達|洛马林达|羅馬琳達|로마린다
Lomita,city,CA,33.79224,-118.31507,20785,leamita|lwmyta|lwmyta  kalyfrnya|lwmyta  kalyfwrnya|lwmyth|nuo mi ta|romita|Ломита|Ломіта|לומיטה|لوميتا|لومیتا، کالیفرنیا|لومیتا، کالیفورنیا|لومیٹا، کیلیفورنیا|लोमिता|ലോമിത|ロミータ|諾米榙|诺米榙
Lompoc,city,CA,34.63915,-120.45794,44164,LPC|Lompoco|Lompok|Lompoka|Lompokas|lampala|lampwk  kalyfrnya|leampeak|lompak|lompok|lompoka|lompokeu|long bo ke|lwmbwk|lwmpwk|lwmpwk  kalyfwrnya|lwmpwq|lxm phok|ronpoku|Λόμποκ|Ломпок|לומפוק|لامپوک، کالیفرنیا|لومبوك|لومپوک|لومپوک، کالیفورنیا|لۆمپۆک، کالیفۆرنیا|लोम्पॉक|लोम्पोक|লম্পল|લોમ્પોક|லொம்பொக்|లొంపోక్|ಲೊಂಪಾಕ್|ലോംപോക്|ලොම්පොක්|ลอมโพก|ロンポク|隆波克|롬포크
Long Beach,city,CA,33.76696,-118.18923,474140,LGB|Litus Longum|Lon'nk Bits|Long Bich|Long Bijch|Long Bycas|Long Byčas|Long-Bich|Longbica|Longbīča|Lonq Bic|Lonq Biç|Willmore City|lam bica|lamga bica|lang bic|lang bych  kalyfrnya|lang bych  kylyfwrnya|langa bica|long-bichi|longbichi|lwng byz|lwngh bytsh|lxng bich|rongubichi|zhang tan|Λονγκ Μπιτς|Лонг Бийч|Лонг Бич|Лонг-Бич|Лонг-Біч|Լոնգ Բիչ|לונג ביץ|لانگ بیچ، کالیفرنیا|لانگ بیچ، کیلیفورنیا|لونغ بيتش|लङ्ग बीच|लाँग बीच|লং বিচ|లాంగ్ బీచ్|ลองบีช|ლონგ-ბიჩი|ឡងបច|ឡងប៊ិច|ロングビーチ|長灘|롱비치
Los Alamitos,city,CA,33.80307,-118.07256,11449,Los-Alamitos|Tʼiisyáázh Łání|las aylamytws  kylyfwrnya|lasa elamitoja|leas alamirreas|luo si a la mi tuo si|lws alamytws|lws alamytws  kalyfrnya|Λος Αλαμίτος|Лос Аламитос|Лос-Аламитос|Лос-Аламітос|Լոս Ալամիտոս|לוס אלמיטוס|لاس ایلامیتوس، کیلیفورنیا|لوس آلامیتوس، کالیفرنیا|لوس ألاميتوس|لوس الاميتوس|लस एलामितोज|ലോസ് അലമിറ്റോസ്|ロス・アラミトス|洛斯阿拉米托斯
Los Altos,city,CA,37.38522,-122.11413,30671,Los-Al'tos|Los-Altos|lasa eltosa|loseuaeltoseu|ls‌altws|luo si a tu si|luo si la tu si|lws altws|rosuarutosu|Лос Алтос|Лос-Алтос|Лос-Альтос|לוס אלטוס|لس‌آلتوس|لوس ألتوس|लस एल्टोस|ロスアルトス|洛思阿圖斯|洛斯拉图斯|로스앨토스
